,year,county,population,median_income,perc_unemployed,perc_poverty,perc_white,normalized_deaths,deaths,cumulative_deaths,normalized_cumulative_deaths
37,1,38,41452,42757,4.5,15.0,98.7744861526585,0.0,0,0,0.0
38,1,39,59997,46542,9.616666666666667,12.400000000000004,94.44972248612432,1.5278541704863026e-05,11,11,0.0001833425004583563
39,1,40,33342,34307,8.491666666666665,22.900000000000002,97.39667686401536,1.74954511826925e-05,7,7,0.00020994541419231
40,1,41,68762,37057,8.591666666666667,17.599999999999998,92.11628515749977,2.7873922612295548e-05,23,23,0.0003344870713475466
41,1,42,58871,45374,6.033333333333334,13.199999999999998,96.95265920402234,1.557076772378024e-05,11,11,0.0001868492126853629
42,1,43,234634,53880,5.666666666666667,8.200000000000001,93.97359291492283,9.589403070313765e-06,27,27,0.00011507283684376518
43,1,44,62683,36701,7.025000000000001,19.599999999999998,96.25735845444537,1.063552584698669e-05,8,8,0.00012762631016384026
44,1,45,156414,51060,5.566666666666666,11.700000000000001,94.45446059815617,1.2253805072862189e-05,23,23,0.00014704566087434627
45,1,46,46430,45756,5.524999999999999,14.0,95.25522291621793,1.0768899418479433e-05,6,6,0.0001292267930217532
46,1,47,302811,48439,6.616666666666667,14.400000000000004,85.27926660524223,9.631970657164591e-06,35,35,0.00011558364788597509
47,1,48,464956,40161,6.941666666666666,18.699999999999996,76.42357556413938,1.7564386020756087e-05,98,98,0.00021077263224907305
48,1,49,41629,50465,5.208333333333334,14.199999999999998,90.89336760431432,1.0009048179554317e-05,5,5,0.00012010857815465181
49,1,50,241071,39339,7.6499999999999995,18.300000000000004,81.0989293610596,1.3481505448602278e-05,39,39,0.00016177806538322732
50,1,51,65593,41000,6.316666666666666,17.300000000000004,90.61790130044368,1.1434146936410899e-05,9,9,0.00013720976323693078
51,1,52,169946,65927,5.025,6.599999999999999,96.0916997163805,1.3729851443007386e-05,28,28,0.00016475821731608864
52,1,53,22898,34359,10.633333333333333,20.0,97.31854310420124,3.6393280344717155e-06,1,1,4.3671936413660584e-05
53,1,54,40761,50029,4.1916666666666655,9.099999999999998,97.96864650033122,8.177751608972629e-06,4,4,9.813301930767155e-05
54,1,55,100982,49514,5.7250000000000005,11.599999999999996,94.86839238676201,1.6504591577376827e-05,20,20,0.0001980550989285219
55,1,56,14276,36729,10.65,16.599999999999998,98.46595685065846,1.1674605398337537e-05,2,2,0.00014009526478005044
56,1,57,538299,41611,6.250000000000001,16.199999999999996,75.62934354327241,2.3685721132679055e-05,153,153,0.00028422865359214864
57,1,58,14495,33083,10.441666666666666,19.599999999999998,93.2804415315626,5.749108888122341e-06,1,1,6.89893066574681e-05
58,1,59,34435,47645,6.583333333333333,12.799999999999999,97.1482503267025,1.21000919606989e-05,5,5,0.0001452011035283868
59,1,60,85099,37748,7.891666666666666,16.800000000000004,93.69792829527962,8.813264550699772e-06,9,9,0.00010575917460839727
60,1,61,14242,42509,10.358333333333333,18.400000000000002,91.12484201657071,5.851238121986613e-06,1,1,7.021485746383936e-05
61,1,62,41132,50104,10.433333333333334,10.700000000000001,96.19760770203247,1.2155985607313042e-05,6,6,0.0001458718272877565
62,1,63,19186,46383,5.766666666666666,10.900000000000004,95.18398832482016,8.686889745995344e-06,2,2,0.00010424267695194412
63,1,64,35080,42625,8.374999999999998,17.099999999999998,98.05017103762827,4.751045229950589e-06,2,2,5.701254275940707e-05
64,1,65,53864,47120,6.116666666666667,14.199999999999998,92.46064161592155,1.5471062923907124e-05,10,10,0.00018565275508688548
65,1,66,27855,38982,9.700000000000001,21.599999999999998,96.20893914916532,2.6925148088314486e-05,9,9,0.00032310177705977385
66,1,67,156001,49089,6.425000000000001,14.300000000000002,92.8872250818905,1.0683692198554285e-05,20,20,0.0001282043063826514
67,1,68,41689,47018,6.091666666666668,10.299999999999999,97.84835328264053,1.5991428594273468e-05,8,8,0.00019189714313128163
68,1,69,34529,54761,5.091666666666668,7.5,96.3393089866489,7.240290770077327e-06,3,3,8.688348924092792e-05
69,1,70,125791,39798,6.991666666666667,14.800000000000002,87.35760110023772,1.3911965084942484e-05,21,21,0.0001669435810193098
70,1,71,75629,41672,7.091666666666666,18.300000000000004,90.63057821735049,3.19542327237788e-05,29,29,0.0003834507926853456
71,1,72,60659,45402,6.891666666666667,12.200000000000001,91.08623617270314,5.49519994284992e-06,4,4,6.594239931419904e-05
72,1,73,76310,32454,9.424999999999999,23.5,94.4594417507535,2.8392958546280522e-05,26,26,0.00034071550255536625
73,1,74,56711,39481,6.375,12.5,94.89340692281918,1.322494754104142e-05,9,9,0.00015869937049249705
74,1,75,48712,47083,5.341666666666666,10.5,94.63581868943994,1.7107352055619423e-05,10,10,0.00020528822466743307
75,1,76,379468,44363,6.6000000000000005,14.800000000000002,89.58621016791928,1.7788061180389388e-05,81,81,0.00021345673416467266
76,1,77,544221,47042,6.300000000000001,14.800000000000002,82.1236225724476,1.0106188478577636e-05,66,66,0.00012127426174293163
77,1,78,213350,40980,8.133333333333335,16.0,89.64471525662056,1.874853527068198e-05,48,48,0.00022498242324818374
78,1,79,91243,40933,6.583333333333333,14.099999999999996,97.33130212728646,5.479872428569863e-06,6,6,6.575846914283835e-05
79,1,80,47406,63122,4.449999999999999,8.0,93.18018816183606,1.0547188119647302e-05,6,6,0.00012656625743576763
80,1,81,28846,42595,5.333333333333335,8.599999999999998,96.92851695209039,5.777808592756939e-06,2,2,6.933370311308327e-05
81,1,82,13274,34275,9.041666666666668,19.800000000000004,97.28039777007687,3.1389684094219274e-05,5,5,0.00037667620913063127
82,1,83,203129,68798,5.025,5.8999999999999995,91.77960803233417,1.6820181592321463e-05,41,41,0.00020184217910785757
83,1,84,61461,41345,7.733333333333333,13.900000000000004,96.75403914677601,1.220286035046615e-05,9,9,0.0001464343242055938
84,1,85,113828,47200,5.225,11.200000000000001,96.19777207716903,4.3925923322908235e-06,6,6,5.2711107987489885e-05
85,1,86,38204,41079,5.791666666666667,12.099999999999996,96.76473667678776,1.3087634802638468e-05,6,6,0.00015705161763166162
86,1,87,124975,50727,5.45,13.5,93.87557511502301,1.266920050676802e-05,19,19,0.00015203040608121625
87,1,88,22499,39792,5.416666666666667,9.900000000000002,97.55100226676744,1.4815473280293938e-05,4,4,0.00017778567936352726
88,2,1,28578,33549,10.941666666666665,22.800000000000008,97.86199174189937,1.4579979937947606e-05,5,16,0.0005658346082355432
89,2,2,106586,41196,6.8500000000000005,18.699999999999996,83.59071547858069,7.818412674585154e-06,10,18,0.00017005063212093994
90,2,3,53341,41734,7.216666666666668,15.599999999999996,97.33600794885733,1.2498203383263655e-05,8,13,0.00024151664864720306
91,2,4,101867,38762,8.575,16.099999999999998,93.23333366055739,1.71792631568614e-05,21,36,0.0003541166326049015
92,2,5,64455,35557,6.583333333333333,24.800000000000008,92.2410984407726,1.1636025133814289e-05,9,20,0.00031403339240532115
93,2,6,46023,50103,5.458333333333333,9.400000000000002,98.09877669860724,7.242755433877264e-06,4,8,0.00017271315100661293
94,2,7,70403,37913,8.358333333333333,16.300000000000004,93.99599448887123,7.101970086501996e-06,6,14,0.00020223060295225789
95,2,8,44618,41892,8.275,13.0,97.84167824644761,4.10895453255039e-05,22,39,0.0008809986933253016
96,2,9,363465,54359,5.891666666666667,13.5,87.57184323112267,1.71956034281155e-05,75,157,0.0004361176388643402
97,2,10,28988,39414,8.466666666666667,16.599999999999998,98.04746791775905,1.7248516627570027e-05,6,10,0.0003461029563477574
98,2,11,40140,46577,6.216666666666668,13.099999999999996,95.05231689088191,2.2836738083374854e-05,11,15,0.00037518121453166217
99,2,12,139374,40524,6.6499999999999995,20.0,87.17264339116333,1.4947790357838142e-05,25,57,0.0004072628724822658
100,2,13,195312,56628,6.066666666666667,9.599999999999998,96.200438273122,2.5173397777231642e-05,59,99,0.0005089306055198534
101,2,14,42416,44324,7.999999999999999,15.699999999999998,94.49028668427012,7.858669684395825e-06,4,16,0.00037454691337295546
102,2,15,108609,36985,8.041666666666666,17.699999999999996,95.68636116712243,1.841468018304192e-05,24,45,0.0004141986532944668
103,2,16,37046,37227,8.191666666666666,20.400000000000002,97.21427414565676,6.748366895211359e-06,3,5,0.00013620613793513607
104,2,17,44294,39467,7.866666666666668,16.5,97.36081636339009,1.6932315889285232e-05,9,17,0.000384261102728642
105,2,18,1293825,41407,6.4750000000000005,18.199999999999996,64.89192897030124,1.449191351226016e-05,225,456,0.00035210424010485814
106,2,19,52945,42023,6.5249999999999995,12.099999999999996,98.0432524317688,1.2591683193250857e-05,8,17,0.0003235272042198456
107,2,20,39119,45792,6.766666666666668,11.5,93.48398476443673,6.390756409928679e-06,3,7,0.00018054202115011314
108,2,21,166108,85628,4.433333333333333,5.799999999999998,90.08596816529005,1.2040359284321044e-05,24,42,0.0002570772005453877
109,2,22,77454,43935,8.700000000000001,14.900000000000004,87.02713868877014,2.1518148406365928e-05,20,29,0.00037449685064383303
110,2,23,143949,55805,5.625,11.200000000000001,90.87315646513696,1.2157083411486015e-05,21,42,0.00029498825138869186
111,2,24,28913,40250,7.133333333333334,16.199999999999996,94.75668384463735,1.729325908760765e-05,6,12,0.00042024734872510847
112,2,25,1141117,47621,5.316666666666666,18.800000000000004,71.00858194207956,1.7745770153279638e-05,243,431,0.00038019816606402787
113,2,26,42756,49909,7.808333333333334,10.900000000000004,96.28122368790345,2.1439486076028314e-05,11,17,0.00039851012122268297
114,2,27,30943,37923,8.058333333333334,18.199999999999996,94.97786252141033,5.386247832035248e-06,2,7,0.00022677785429054873
115,2,28,93604,63172,5.583333333333333,7.799999999999998,97.11978120593135,6.231927410509521e-06,7,12,0.00012572919741800877
116,2,29,159940,52056,5.658333333333334,13.099999999999996,87.1470551456796,1.563086157308991e-05,30,65,0.0004085452803187195
117,2,30,40351,35654,9.208333333333334,19.099999999999998,96.09922926321529,2.684774437643016e-05,13,20,0.0004957323890281209
118,2,31,802194,46359,5.650000000000001,18.5,69.71592906454048,1.4958975011032245e-05,144,284,0.00034385260373823146
119,2,32,74670,49918,5.541666666666665,11.900000000000004,93.18334002946297,1.3392259274139547e-05,12,23,0.0003092393427839088
120,2,33,32104,40710,6.341666666666668,17.199999999999996,96.78233241963619,1.8170113796826976e-05,7,12,0.0003755762595409401
121,2,34,15867,36074,8.958333333333334,17.800000000000004,96.35091699754207,1.0503981008802335e-05,2,2,0.00012604777210562803
122,2,35,28546,46136,8.458333333333334,12.900000000000004,95.69466825474673,2.9192648123496577e-06,1,3,0.00010405381717392754
123,2,36,43648,38643,8.666666666666666,18.599999999999998,96.23579545454548,2.4819770283479956e-05,13,25,0.0005809629512160291
124,2,37,29338,40017,7.741666666666667,16.199999999999996,97.43336287408822,1.1361828799963643e-05,4,12,0.0004135710407931043
125,2,38,42068,39917,4.7749999999999995,16.5,98.80669392412283,3.961839561345123e-06,2,2,4.754207473614148e-05
126,2,39,59932,44632,10.233333333333333,14.0,94.24180738169925,8.342788493626112e-06,6,17,0.0002834559623818696
127,2,40,33165,36791,8.541666666666666,22.5,97.31343283582089,3.266495803809237e-05,13,20,0.0006019249106494185
128,2,41,70041,36800,8.75,18.599999999999998,91.97327279736156,1.5467131156513092e-05,13,36,0.0005200926452257037
129,2,42,60201,46937,6.125,16.5,96.93858905998239,1.6611019750502483e-05,12,23,0.0003861814496913927
130,2,43,229418,52854,6.224999999999999,9.599999999999998,93.81957823710432,1.670894756877548e-05,46,73,0.0003155802076690709
131,2,44,62647,36551,6.866666666666667,21.400000000000002,96.20732038246045,9.311432843285925e-06,7,15,0.00023936350428327137
132,2,45,163708,51247,5.858333333333333,12.400000000000004,93.80360153443938,1.2725910360723565e-05,25,48,0.00029975658520302903
133,2,46,46006,44436,6.158333333333334,16.900000000000002,95.4310307351215,1.992493732701532e-05,11,17,0.00036832604094593695
134,2,47,299605,50092,7.116666666666666,14.300000000000002,84.7849668730495,1.0569472027057847e-05,38,73,0.00024241731221066924
135,2,48,444046,39200,7.399999999999999,19.800000000000004,74.96723312449613,1.557646430024517e-05,83,181,0.0003976902038520151
136,2,49,42844,48295,5.566666666666666,15.0,90.93455326300067,2.528553200759344e-05,13,18,0.0004235349622457732
137,2,50,241899,38205,7.9750000000000005,17.099999999999998,80.81141302775127,1.9980790881042638e-05,58,97,0.00040154755595573916
138,2,51,66530,41314,6.775000000000001,19.300000000000004,90.9228919284533,8.767974347412195e-06,7,16,0.00024242545540587718
139,2,52,170137,63582,5.616666666666667,7.599999999999999,96.16896971264332,9.306225767077903e-06,19,47,0.00027643292652102344
140,2,53,23649,33194,10.683333333333335,23.5,97.7208338618969,1.0571271512537528e-05,3,4,0.00017052719456411093
141,2,54,40958,48521,4.808333333333334,9.599999999999998,97.95644318570244,6.103813662776502e-06,3,7,0.0001713787832609896
142,2,55,102315,49195,6.383333333333334,11.900000000000004,94.90006352929676,1.303165062144684e-05,16,36,0.00035443490638588403
143,2,56,14751,38015,10.533333333333333,17.400000000000002,98.22384923056065,1.1298669016789822e-05,2,4,0.0002756792929815283
144,2,57,538461,40885,6.7,18.0,74.26795998224569,2.1666688333355e-05,140,293,0.0005442289135924085
145,2,58,15113,35634,10.933333333333335,19.599999999999998,93.92575928008999,1.1028033260548312e-05,2,3,0.00020132570578404785
146,2,59,34815,47080,7.108333333333333,13.699999999999998,94.53970989516013,3.1116855761405516e-05,13,18,0.000518603372665253
147,2,60,85951,40485,8.35,17.800000000000004,93.37994904073251,8.725901967400029e-06,9,18,0.00021046999821719762
148,2,61,14634,38013,10.941666666666665,17.300000000000004,91.15074484078174,5.694501389458339e-06,1,2,0.00013854887413733942
149,2,62,41553,50707,10.85,10.200000000000001,96.0291675691286,8.021883698730137e-06,4,10,0.0002421344316725181
150,2,63,19679,43791,6.8999999999999995,13.5,95.55871741450277,2.9642427630130256e-05,7,9,0.00045995180851350723
151,2,64,35843,39387,8.841666666666667,19.099999999999998,98.01913902296123,1.6274679388816042e-05,7,9,0.00025230869542519955
152,2,65,55128,49926,6.499999999999999,12.700000000000001,94.05565230010156,1.3604701784936874e-05,9,19,0.00034890917650612797
153,2,66,28674,35051,9.941666666666668,26.300000000000008,96.96589244611845,1.162493315663435e-05,4,13,0.00046260097493938603
154,2,67,159943,49287,6.733333333333333,15.099999999999996,92.46419036781855,8.857322087660396e-06,17,37,0.0002344921714345761
155,2,68,42502,47615,6.75,12.099999999999996,98.06126770504919,1.1764152275187051e-05,6,14,0.00033306697043352626
156,2,69,34647,53920,5.983333333333333,9.0,96.47588535803969,7.215631945045747e-06,3,6,0.0001734710725814769
157,2,70,125980,41462,7.5,14.699999999999998,87.5551674869027,9.260729216277715e-06,14,35,0.0002780723316146424
158,2,71,77537,41318,7.683333333333334,19.300000000000004,90.72700775113817,3.0093159824771827e-05,28,57,0.0007445687105826075
159,2,72,61284,44346,7.474999999999999,12.299999999999999,91.52959989556815,1.0878315166547006e-05,8,12,0.00019648218131276308
160,2,73,78988,35860,9.266666666666666,22.199999999999992,94.48777029422193,3.48154149997468e-05,33,59,0.0007585004825523277
161,2,74,57091,42642,7.05,14.599999999999996,94.5350405492985,1.4596579729437798e-06,1,10,0.00017621526616782242
162,2,75,49350,46062,6.441666666666667,12.200000000000001,95.20567375886525,1.0131712259371834e-05,6,16,0.0003268687717798951
163,2,76,376346,42805,7.125000000000001,14.599999999999996,89.14323521440379,2.258559942180865e-05,102,183,0.0004844839272263766
164,2,77,543150,45768,6.591666666666668,15.400000000000004,81.21274049525914,1.2734358219030961e-05,83,149,0.0002740865603713031
165,2,78,212780,40389,8.633333333333335,18.199999999999996,89.23301062129896,1.9190400100260053e-05,49,97,0.00045526722445130436
166,2,79,92508,39580,7.158333333333334,14.699999999999998,97.29536904916334,8.107406926968478e-06,9,15,0.00016304735226646005
167,2,80,50708,63233,4.783333333333334,8.200000000000001,93.69724698272465,1.972075412163761e-05,12,18,0.000363215306895419
168,2,81,29029,44338,6.55,12.5,96.89620724103484,5.741385051729879e-06,2,4,0.0001382303237338418
169,2,82,13485,34977,9.316666666666666,21.800000000000008,97.87170930663702,1.853911753800519e-05,3,8,0.0005991456195866935
170,2,83,207790,67172,5.325000000000001,5.8999999999999995,91.43847153376008,1.1630331905609832e-05,29,70,0.00034140616197517545
171,2,84,62066,41231,7.958333333333333,15.699999999999998,96.81951471014726,6.713283708740157e-06,5,14,0.00022699372871047566
172,2,85,114438,46157,5.675,12.599999999999996,96.13852042153827,5.097374415258335e-06,7,13,0.00011387960097058989
173,2,86,38172,41791,7.133333333333334,12.200000000000001,96.76988368437598,1.5281707359670266e-05,7,13,0.0003404321059477048
174,2,87,125295,49344,6.058333333333334,12.799999999999999,92.86324274711681,7.981164451893531e-06,12,31,0.0002478043795039386
175,2,88,22665,43753,6.591666666666666,9.400000000000002,97.51158173395105,1.1030222810500772e-05,3,7,0.0003101483530895365
176,3,1,28551,34778,11.683333333333335,22.5,97.77590977548948,2.0431275028311904e-05,7,23,0.000811009908575286
177,3,2,106468,41453,7.333333333333332,19.199999999999996,83.52274861930346,8.609785725914514e-06,11,29,0.0002733680608319142
178,3,3,53331,44950,7.758333333333334,13.099999999999996,97.16300088128855,9.375410174195122e-06,6,19,0.00035402157073754446
179,3,4,101676,38683,8.875,20.300000000000004,93.31307289822574,1.6391937789317704e-05,20,56,0.0005508198860767139
180,3,5,64562,33943,7.108333333333332,35.0,91.94262879092967,1.6779736274175725e-05,13,33,0.0005153902276954298
181,3,6,45986,51130,5.9750000000000005,9.900000000000002,97.9798199452007,1.2685020078574638e-05,7,15,0.0003249333919495086
182,3,7,70346,40300,8.408333333333333,15.699999999999998,93.8475535211668,5.923103895980819e-06,5,19,0.0002733078497040277
183,3,8,44688,43181,9.066666666666666,15.599999999999996,97.7107948442535,2.983649600190954e-05,16,55,0.0012390366453482156
184,3,9,366167,53275,6.5249999999999995,13.900000000000004,87.13401262265576,1.9799708876004664e-05,87,244,0.0006737141453763962
185,3,10,28913,40896,8.591666666666667,16.400000000000002,98.06315498218794,2.882209847934608e-06,1,11,0.0003806894745229727
186,3,11,40092,48063,6.758333333333333,14.0,95.06135887458844,2.2864079284312747e-05,11,26,0.0006495501659434152
187,3,12,138782,41704,7.183333333333334,19.099999999999998,86.84051245838795,2.4618946741412186e-05,41,98,0.0007026902333792121
188,3,13,196731,55963,6.641666666666667,10.900000000000004,95.94217484788874,2.414464420960601e-05,57,156,0.0007986663360351257
189,3,14,42296,44905,8.925,15.699999999999998,94.97115566483829,1.3791690309564342e-05,7,23,0.0005400471970877275
190,3,15,108198,42091,8.299999999999999,17.099999999999998,95.75777740808518,2.618655920935076e-05,34,79,0.0007284373638066759
191,3,16,36974,40282,8.924999999999999,17.0,97.05468707740577,1.3523016173527345e-05,6,11,0.00029848233201746423
192,3,17,43998,39679,8.508333333333331,17.300000000000004,97.16350743215601,2.2728305832083277e-05,12,29,0.0006570007727136412
193,3,18,1285279,41609,6.758333333333333,18.800000000000004,64.77286254579745,1.8737825276327816e-05,289,745,0.0005769581434207919
194,3,19,52907,42065,7.2250000000000005,12.900000000000004,97.89441850794789,9.450545296463605e-06,6,23,0.0004369337477774088
195,3,20,39066,49360,7.316666666666667,11.700000000000001,92.83008242461473,1.706513763033499e-05,8,15,0.0003853236727141331
196,3,21,170541,86980,4.791666666666667,4.5,89.92441700236306,7.329615752223806e-06,15,57,0.00034503258957207324
197,3,22,77223,46613,8.941666666666665,12.799999999999999,87.33149450293307,1.5107761504560387e-05,14,43,0.0005557899886985577
198,3,23,145167,58829,6.1000000000000005,11.299999999999999,90.21334049749599,1.0906978399590358e-05,19,61,0.00042587199218377625
199,3,24,28955,36684,7.758333333333333,18.0,94.86444482818165,2.014620387958326e-05,7,19,0.0006620017952801076
200,3,25,1153671,47174,5.866666666666666,18.800000000000004,70.5950830002661,1.7913830430570472e-05,248,679,0.0005951641312308735
201,3,26,42702,49038,8.2,9.799999999999999,95.7917661936209,1.95150890668665e-05,10,27,0.0006326911900250807
202,3,27,30954,36441,8.466666666666665,21.199999999999996,94.75673580151192,2.6921668712713484e-05,10,17,0.0005498378788431106
203,3,28,93476,66088,5.733333333333333,8.0,97.05378920792505,1.8721383028798836e-05,21,33,0.0003503857937635948
204,3,29,160940,56683,6.166666666666668,15.599999999999996,86.61923698272649,1.5015947972329232e-05,29,94,0.0005887366559866701
205,3,30,40219,36348,9.316666666666666,19.400000000000002,96.15604565006588,8.287956770017487e-06,4,24,0.0005951878702683309
206,3,31,801223,46125,6.241666666666666,18.5,69.5901141130497,2.0281494665030838e-05,195,479,0.0005872305397186015
207,3,32,74847,48258,6.158333333333332,13.300000000000002,93.27828770692213,1.4473971345990265e-05,13,36,0.000482926998935792
208,3,33,32127,37914,7.0,19.800000000000004,96.68814392878265,1.5563233417374794e-05,6,18,0.0005623350605494376
209,3,34,15864,37057,8.866666666666667,17.400000000000002,96.16111951588503,2.1011934778954447e-05,4,6,0.0003781909894530814
210,3,35,28353,48859,9.241666666666665,10.400000000000002,95.96162663562939,2.9391363641707522e-06,1,4,0.00013932345354397658
211,3,36,43631,36865,9.525,21.5,96.23891269968601,1.718961288991772e-05,9,34,0.0007872383058950416
212,3,37,29400,42491,8.108333333333334,17.300000000000004,97.44557823129252,2.8344671201814057e-05,10,22,0.0007537070952148731
213,3,38,42264,45893,5.1000000000000005,15.300000000000002,98.71995078553853,1.9717332323805918e-06,1,3,7.120287352470858e-05
214,3,39,59813,48196,10.766666666666666,14.599999999999996,94.31060137428317,1.11458490071835e-05,8,25,0.0004172061504680717
215,3,40,33176,39144,8.908333333333333,20.400000000000002,97.08524234386302,2.009484768105458e-05,8,28,0.0008430630828220732
216,3,41,69672,41103,9.083333333333334,16.800000000000004,91.81306694224368,3.1098097753282044e-05,26,62,0.0008932698182650883
217,3,42,60623,50929,6.566666666666667,14.5,96.79164673473765,1.9244621128394616e-05,14,37,0.0006171169032321281
218,3,43,229745,53016,6.441666666666667,10.200000000000001,93.45665846917234,1.9224212351375078e-05,53,126,0.0005462707558855718
219,3,44,62592,37666,7.1499999999999995,18.900000000000002,95.94836400817995,2.396472392638037e-05,18,33,0.0005269401913998358
220,3,45,165110,54298,6.325,13.0,93.51947186724003,1.1608422667716473e-05,23,71,0.00043905765721562656
221,3,46,45964,48011,6.750000000000001,13.599999999999996,95.47689496127406,1.0878078496214426e-05,6,23,0.0004988629829005102
222,3,47,300491,48733,7.3,15.300000000000002,84.75894452745672,9.98366007634172e-06,36,109,0.0003622212331267698
223,3,48,442708,38798,7.883333333333334,23.300000000000008,74.80415985254389,1.6941189226307186e-05,90,271,0.0006009844745677013
224,3,49,43151,54107,6.041666666666667,11.799999999999999,91.05698593311855,7.724811321483474e-06,4,22,0.0005162326981035749
225,3,50,240131,39447,8.358333333333333,17.699999999999996,80.64473141743464,1.7004607207454817e-05,49,146,0.0006056028424451968
226,3,51,66503,42141,7.241666666666666,18.400000000000002,90.77635595386674,1.7543068232510816e-05,14,30,0.00045294227419600695
227,3,52,171327,60527,5.783333333333334,8.900000000000002,96.12320299777618,1.313278117284491e-05,27,74,0.0004340263005951625
228,3,53,23668,33520,10.825000000000001,22.400000000000002,97.85364204833532,2.816742718720072e-05,8,12,0.0005085363208105196
229,3,54,40918,47994,5.250000000000001,9.099999999999998,97.76137641135931,8.14637404891083e-06,4,11,0.00026913527184791955
230,3,55,102487,48103,6.966666666666666,13.900000000000004,94.80617053870246,1.3822891358578814e-05,17,53,0.0005203096026888299
231,3,56,14709,39007,10.291666666666666,16.800000000000004,98.0420150928003,5.6654655879620185e-06,1,5,0.0003436648800370725
232,3,57,537409,41001,7.316666666666667,18.300000000000004,74.15655487719779,2.2329361808231716e-05,144,437,0.000812181255291189
233,3,58,15087,35173,10.858333333333334,20.900000000000002,93.49771326307416,1.6570557433552065e-05,3,6,0.00040017239498667267
234,3,59,34880,47431,7.583333333333335,13.699999999999998,97.48566513761467,2.3891437308868502e-05,10,28,0.000805300620371675
235,3,60,85997,38652,8.883333333333335,18.900000000000002,93.35790783399422,6.783182359074542e-06,7,25,0.00029186818652609213
236,3,61,14658,41151,11.183333333333332,18.099999999999998,91.69054441260745,0.0,0,2,0.00013854887413733942
237,3,62,41508,51641,11.016666666666666,10.900000000000004,96.07063698564134,8.03058045035495e-06,4,14,0.0003385013970767775
238,3,63,19615,41946,7.433333333333333,13.800000000000002,95.90109609992352,4.24844931599966e-06,1,10,0.0005109332003055032
239,3,64,36024,39383,9.366666666666667,17.699999999999996,97.85420830557406,9.253090532237768e-06,4,13,0.00036334578181205276
240,3,65,55509,52161,6.974999999999999,14.900000000000004,94.08924678880904,2.1017612759492454e-05,14,33,0.0006011205296200375
241,3,66,28685,37802,10.875,22.699999999999992,96.82412410667597,4.357678229039568e-05,15,28,0.0009855223624241343
242,3,67,160713,49712,7.174999999999998,15.800000000000002,92.37460566351196,4.148181333598818e-06,8,45,0.000284270347437762
243,3,68,42394,45920,7.258333333333333,11.599999999999996,97.83695806010284,1.179412180969005e-05,6,20,0.00047459643214980686
244,3,69,34546,57039,6.358333333333334,6.3999999999999995,96.72320963353211,4.824485227426234e-06,2,8,0.0002313648953105917
245,3,70,125241,40424,8.041666666666666,17.199999999999996,87.4833321356425,1.197690852037272e-05,18,53,0.0004217952338591151
246,3,71,77868,43118,7.9750000000000005,19.400000000000002,90.7831201520522,2.4614304549579635e-05,23,80,0.0010399403651775632
247,3,72,61088,44016,8.158333333333333,14.199999999999998,91.42221058145627,2.31905884407194e-05,17,29,0.0004747692426013959
248,3,73,79189,31987,9.775,26.100000000000005,94.33633459192562,2.9465371874039744e-05,28,87,0.0011120849450408047
249,3,74,56901,38349,7.666666666666667,16.599999999999998,94.3867418850284,1.3180787683871986e-05,9,19,0.0003343847183742863
250,3,75,49389,53028,7.125000000000001,11.5,95.26615238210935,1.1810997050625307e-05,7,23,0.00046860073638739887
251,3,76,376142,42190,7.541666666666667,16.300000000000004,88.99591111867325,1.8609993034545463e-05,84,267,0.0007078038436409221
252,3,77,542169,46595,7.108333333333334,16.5,81.03543360096207,1.2142585307041409e-05,79,228,0.00041979758405580005
253,3,78,211403,40913,9.033333333333333,16.5,89.24234755419742,2.6805043763175858e-05,68,165,0.0007769277496094148
254,3,79,92561,41857,7.466666666666666,14.5,97.29799807694384,1.7105836511417697e-05,19,34,0.0003683173904034724
255,3,80,51539,64403,5.208333333333333,7.5,93.35648732028174,9.70139117949514e-06,6,24,0.0004796320010493606
256,3,81,28880,46717,7.158333333333332,10.5,96.74515235457064,2.0198522622345342e-05,7,11,0.0003806125952019859
257,3,82,13457,35298,9.858333333333334,23.5,97.57746897525452,6.192563969185802e-06,1,9,0.0006734563872169231
258,3,83,210662,70245,5.808333333333334,6.900000000000001,91.09663821666936,1.3054086641159774e-05,33,103,0.0004980552016690927
259,3,84,61946,42211,8.200000000000001,14.800000000000002,96.57605010815871,1.6143092370774544e-05,12,26,0.00042071083715977025
260,3,85,114508,46842,6.05,13.699999999999998,96.09634261361653,1.2371770240216111e-05,17,30,0.0002623408438531832
261,3,86,37985,40856,7.658333333333334,12.5,96.3195998420429,1.0969242244745735e-05,5,18,0.0004720630128846536
262,3,87,125566,50624,6.516666666666667,13.900000000000004,92.56247710367457,9.291262496748059e-06,14,45,0.0003592995294649153
263,3,88,22661,45555,7.183333333333333,9.5,97.67883147257403,7.354779871438448e-06,2,9,0.0003984057115467979
264,4,1,28524,34955,10.808333333333335,22.099999999999998,97.72472304024679,3.797971299023046e-05,13,36,0.001266766464458051
265,4,2,106079,42173,7.266666666666666,20.099999999999998,83.55093845153142,1.7282716968799985e-05,22,51,0.00048076066445751386
266,4,3,53203,44748,7.533333333333331,15.199999999999998,97.21256320132325,6.2653108533979906e-06,4,23,0.0004292053009783204
267,4,4,101262,37811,8.691666666666666,20.300000000000004,93.15241650372302,2.2219588789476808e-05,27,83,0.0008174549515504358
