,year,county,population,median_income,perc_unemployed,perc_poverty,perc_white,normalized_deaths,deaths,cumulative_deaths,normalized_cumulative_deaths
23,1,24,28205,37614,6.516666666666666,20.300000000000004,94.7314305974118,1.772735330615139e-05,6,6,0.00021272823967381668
24,1,25,1124073,47460,5.075,18.400000000000002,73.25440607505028,1.3937410352056018e-05,188,188,0.0001672489242246722
25,1,26,42482,52426,6.841666666666668,9.099999999999998,95.36274186714375,1.1769690692528603e-05,6,6,0.00014123628831034322
26,1,27,30837,36575,8.275,20.900000000000002,94.51957064565295,1.3511906692177147e-05,5,5,0.00016214288030612576
27,1,28,98143,62407,5.1000000000000005,7.900000000000001,96.70277044720457,4.2455057076578734e-06,5,5,5.0946068491894485e-05
28,1,29,158389,55615,5.3999999999999995,12.299999999999999,88.16710756428792,1.8414578453470043e-05,35,35,0.00022097494144164052
29,1,30,40332,34826,8.741666666666667,20.5,95.55935733412674,1.4463288042579919e-05,7,7,0.00017355945651095902
30,1,31,851867,46509,5.55,15.199999999999998,71.3382488111407,1.3695408633820382e-05,140,140,0.00016434490360584458
31,1,32,74058,48676,5.058333333333334,11.0,93.15401442112942,1.2377685957852855e-05,11,11,0.00014853223149423426
32,1,33,31739,39596,5.933333333333334,16.199999999999996,96.9249188695296,1.3127907831584697e-05,5,5,0.00015753489397901636
33,1,34,15430,34917,8.4,17.699999999999996,95.99481529488013,0.0,0,0,0.0
34,1,35,28976,45659,7.541666666666667,10.799999999999999,94.75082827167309,5.751886618810971e-06,2,2,6.902263942573165e-05
35,1,36,42384,39961,7.808333333333334,16.5,95.94894299735749,2.3593808984522464e-05,12,12,0.00028312570781426955
36,1,37,28857,37841,7.425000000000001,16.800000000000004,96.5935474928094,2.310242459946171e-05,8,8,0.00027722909519354053
